input.course_name,Manual Facility Name,input.address,manual street address,input.state,State Abbr.,input.city,input.country,output.website_url,error,tee_on_detected,all_techs
Club de Golf Balmoral,Club de Golf Balmoral,"100 chemin Balmoral , Morin Heights, Quebec, Canada, J0R 1H0",100 chemin Balmoral,Quebec,QC,Morin Heights,Canada,https://www.lebalmoral.ca/,,No,
Legacy Pines Golf Club,Legacy Pines Golf Club,"9 Zimmerman Dr. , Palgrave, Caledon, Ontario, L7E 4C2",9 Zimmerman Dr.,Ontario,ON,Palgrave,Canada,https://www.legacypinesgolf.com/,,No,Lightspeed
Legends Golf and Country Club - Champions Nine,,"53541 Range Road 232 , Sherwood Park, Alberta, T8A 4V2",53541 Range Road 232,Alberta,AB,Sherwood Park,Canada,https://www.legendsgolf.ca/,,Yes,Tee On
The Creek Golf Course at LeRoy Leisureland,The Creek Golf Course at LeRoy Leisureland,"Box 305, LeRoy, Saskatchewan, S0K 2P0",Box 305,Saskatchewan,SK,LeRoy,Canada,https://www.leroygolf.ca/,,No,Squarespace
Club de Golf les Cedres - Les Pins,,"669, rue Coupland, Granby, Quebec, J2H 0P7",669,Quebec,QC,Granby,Canada,https://www.lescedresgolfetpleinair.ca/,,No,
Club de Golf les Cedres - Les Cedres,,"669, rue Coupland, Granby, Quebec, J2H 0P7",669,Quebec,QC,Granby,Canada,https://www.lescedresgolfetpleinair.ca/en,404 Not Found,,
Club de Golf les Patriotes - Par-3,,"1889 Chemin des Patriotes, Saint-Ours, Quebec, J0G 1P0",1889 Chemin des Patriotes,Quebec,QC,Saint Ours,Canada,https://www.lespatriotesgolfpickleball.com/,,No,
Club de Golf Les Vieux Moulins,Club de Golf Les Vieux Moulins,"511 chemin Boucher Rd. , Aylmer, Quebec, J9H 5E1",511 chemin Boucher Rd.,Quebec,QC,Aylmer,Canada,https://www.lesvieuxmoulins.ca/,,No,"WordPress, Lightspeed"
Lloydminster Golf and Country Club,Lloydminster Golf and Country Club,"4706 54 St, Lloydminster, Saskatchewan, S9V 0N6",4706 54 St,Saskatchewan,SK,Lloydminster,Canada,https://www.lgcc.ca/,,Yes,Tee On
The Links at Penn Hills,The Links at Penn Hills,"14049 NS-215, Shubenacadie, Nova Scotia, B0N 2H0",14049 NS-215,Nova Scotia,NS,Shubenacadie,Canada,https://www.linksatpennhills.com/,,Yes,Tee On
Links at Spruce Grove,Links at Spruce Grove,"100 Links Road, Spruce Grove, Alberta, T7X 3B4",100 Links Road,Alberta,AB,Spruce Grove,Canada,https://www.linksgolfcourse.com/,,Yes,"WordPress, Tee On"
Sixth Avenue Golf & Country Club,Sixth Avenue Golf & Country Club,"320 Sixth Avenue, Lively, Ontario, P3Y 1M4",320 Sixth Avenue,Ontario,ON,Lively,Canada,https://www.livelygolf.com/,,Yes,"Wix Bookings, Tee On"
Llyndinshire Golf and Country Club,Llyndinshire Golf and Country Club,"14983 Medway Rd, Arva, Ontario, N0M 1C0",14983 Medway Rd,Ontario,ON,Arva,Canada,https://www.llyndinshire.com/,,Yes,Tee On
Lombard Glen Golf Club,Lombard Glen Golf Club,"551 ON-15, Lombardy, Ontario, K0G 1L0",551 ON-15,Ontario,ON,Lombardy,Canada,https://www.lombardglen.com/,,Yes,"WordPress, Tee On"
River Road Golf Course,,"2115 River Rd., London Ontario, N5W 6C4",2115 River Rd.,Ontario,ON,London,Canada,https://www.london.ca/residents/Recreation/Municipal-Golf/Pages/River-Road-Golf-Course.aspx,Soft 404 detected on main page,,
London Hunt and Country Club,London Hunt and Country Club,"1431 Oxford Street West, London, Ontario, N6H 1W1",1431 Oxford Street West,Ontario,ON,London,Canada,https://www.londonhuntclub.com/,,No,"WordPress, Jonas Software, ClubHouse Online"
Long Beach Country Club,Long Beach Country Club,"13054 Lakeshore Road , Wainfleet, Ontario, L0S 1V0",13054 Lakeshore Road,Ontario,ON,Wainfleet,Canada,https://www.longbeachcountryclub.com/,,No,
Long Creek Golf and Country Club at Avonlea,Long Creek Golf and Country Club at Avonlea,"off Hwy 334, Avonlea, Saskatchewan, S0H 0C0",off Hwy 334,Saskatchewan,SK,Avonlea,Canada,https://www.long-creek.ca/,Failure,,
Lookout Point Country Club,Lookout Point Country Club,"209 Tice Rd, Fonthill, Ontario, L0S 1M0",209 Tice Rd,Ontario,ON,Fonthill,Canada,https://www.lookoutpointcc.com/,,No,"Squarespace, Jonas Software, ClubHouse Online"
Lorette Golf Course,Lorette Golf Course,"150 Fairway Drive, P.O. Box 10 RR2, Lorette, Manitoba, R0A 0Y0",150 Fairway Drive,Manitoba,MB,Lorette,Canada,https://www.lorettegolf.ca/,,Yes,"Tee On, Noteefy, Squarespace"
Lowville Golf Club,Lowville Golf Club,"2662 Britannia Rd., Burlington, Ontario, L7P 0G3",2662 Britannia Rd.,Ontario,ON,Burlington,Canada,https://www.lowvillegolf.com/,,Yes,Tee On
Lundar Golf Club,Lundar Golf Club,"Hwys. 6 & 419 PO Box 603, Lundar, Manitoba, R0C 1Y0",Hwys. 6 & 419 PO Box 603,Manitoba,MB,Lundar,Canada,https://www.lundargolf.com/,,No,Squarespace
Lynbrook Golf and Country Club,Lynbrook Golf and Country Club,"1525 4th Avenue NW , Moose Jaw, Saskatchewan, S6H 4N8",1525 4th Avenue NW,Saskatchewan,SK,Moose Jaw,Canada,https://www.lynbrookgolf.org/,,No,"WordPress, Lightspeed"
Lynx Ridge Golf Club,Lynx Ridge Golf Club,"#8, Lynx Ridge Blvd. NW, Calgary, Alberta T3L 2M3",8 Lynx Ridge Blvd,Alberta,AB,Calgary,Canada,https://www.lynxridge.com,,No,"WordPress, Lightspeed, Noteefy, Skedda"
Mactaquac Golf Course,Mactaquac Golf Course,"1256 New Brunswick 105, Bright, New Brunswick, Canada, E6L 1B5",1256 New Brunswick 105,New Brunswick,NB,Mactaquac,Canada,https://www.mactaquacgolf.com/,,No,Lightspeed
Mad River Golf Club,Mad River Golf Club,"2008 Airport Road, Creemore, Ontario, L0M 1G0",2008 Airport Road,Ontario,ON,Creemore,Canada,https://www.madriver.ca/,,No,"Jonas Software, ClubHouse Online"
Magna Golf Club,Magna Golf Club,"14780 Leslie Street, Aurora, Ontario, L4G 7C3",14780 Leslie Street,Ontario,ON,Aurora,Canada,https://www.magnagolf.com/,,No,"WordPress, Jonas Software, ClubHouse Online"
Mainprize Regional Park and Golf Course,Mainprize Regional Park and Golf Course,"Mainprize Regional Park, Box 488 , Midale, Saskatchewan, S0C 1S0",Mainprize Regional Park,Saskatchewan,SK,Midale,Canada,https://www.mainprizepark.com/,,Yes,Tee On
Manitoulin Golf,Manitoulin Golf,"25 Golf Course Road, Gore Bay, Ontario, P0P 1H0",25 Golf Course Road,Ontario,ON,Gore Bay,Canada,https://www.manitoulingolf.com/,,No,"Wix, Wix Bookings"
Manitouwadge Golf Club,Manitouwadge Golf Club,"7 Station Road, Manitouwadge, Ontario, Canada, P0T 2C0",7 Station Road,Ontario,ON,Manitouwadge,Canada,https://www.manitouwadge.ca/residents/community-services/golf-course/,Soft 404 detected on main page,,
Mann Lake Golf Course,Mann Lake Golf Course,"Intersection of Hwy 867 and 28, Ashmont, Alberta, T0A 0C0",60116 AB-867,Alberta,AB,Ashmont,Canada,https://www.mannlakegolfcourse.com/,,No,"Wix, Wix Bookings"
Maple City Country Club,Maple City Country Club,"10845 River Line, Chatham, Ontario, N7M 5J4",10845 River Line,Ontario,ON,Chatham,Canada,https://www.maplecitycc.com/,,No,"Jonas Software, ClubHouse Online"
Mapleview Golf and Country Club,Mapleview Golf and Country Club,"2856 Scotchline Rd., Perth ON, K7H 3C5",2856 Scotchline Rd.,Ontario,ON,Perth,Canada,https://www.mapleviewgolf.com/,,No,
Peninsula Golf Course,Peninsula Golf Course,"Peninsula Rd, Marathon, Ontario, P0T 2E0",Peninsula Rd,Ontario,ON,Marathon,Canada,https://www.marathon.ca/explore-and-play/golf-course/,,Yes,Tee On
Markland Wood Country Club,Markland Wood Country Club,"245 Markland Drive, Etobicoke, Ontario, M9C 1R1",245 Markland Drive,Ontario,ON,Etobicoke,Canada,https://www.marklandwood.com,,No,ClubHouse Online
Marlwood Country Club,Marlwood Country Club,"31 Marlwood Ave., Wasaga Beach, Ontario, L9Z 1S8",31 Marlwood Ave.,Ontario,ON,Wasaga Beach,Canada,https://www.marlwoodgolf.com/,,No,"WordPress, Tee It Up"
The Marshes Golf Club - MarchWood Course,,"320 Terry Fox Dr, Ottawa, Ontario, K2K 3L1",320 Terry Fox Dr,Ontario,ON,Ottawa,Canada,https://www.marshesgolfclub.com,,No,"Lightspeed, Noteefy"
The Marshes Golf Club,,"320 Terry Fox Dr, Ottawa, Ontario, K2K 3L1",320 Terry Fox Dr,Ontario,ON,Ottawa,Canada,https://www.marshesgolfclub.com/,,No,"Lightspeed, Noteefy"
Mayerthorpe Golf Course,Mayerthorpe Golf Course,"P.O. Box 1194 , Mayerthorpe, Alberta, T0E 1N0",P.O. Box 1194,Alberta,AB,Mayerthorpe,Canada,https://www.mayerthorpegolfcourse.ca/,,No,Wix
Royal Mayfair Golf and Country Club,Royal Mayfair Golf and Country Club,"9450 Groat Road South , Edmonton, Alberta, T6G 2T5",9450 Groat Rd NW,Alberta,AB,Edmonton,Canada,https://www.mayfair.ca,,No,"WordPress, Jonas Software, ClubHouse Online"
Mayfair Lakes Golf and Country Club,Mayfair Lakes Golf and Country Club,"5460 No. 7 Road , Richmond, British Columbia, V6V 1R7",5460 No. 7 Road,British Columbia,BC,Richmond,Canada,https://www.mayfairlakes.com/,,No,Total e Integrated
McKenzie Meadows Golf Club,McKenzie Meadows Golf Club,"17215 McKenzie Meadows Dr SE, Calgary, Alberta, T2Z 2Z5",17215 McKenzie Meadows Dr SE,Alberta,AB,Calgary,Canada,https://www.mckenziemeadows.com/,,Yes,"Tee On, 121 Marketing"
McNab Regional Park Golf Club,McNab Regional Park Golf Club,"Hwy #6 South, P.O. Box 314, Watson, Saskatchewan, S0K 4V0",Hwy #6 South,Saskatchewan,SK,Watson,Canada,https://www.mcnabpark.com,,Yes,"Weebly, Tee On"
Enchant Golf Club,Enchant Golf Club,"P.O. Box 1891 , Enchant, Alberta, T0K 0V0","Nw8-14, 18",Alberta,AB,Enchant,Canada,https://www.mdtaber.ab.ca/p/enchant-golf-club,,No,
Arm Lake Campground and Golf Course,Arm Lake Campground and Golf Course,"Range Road 50B, Wainwright, Alberta T0B 1K0, Canada",Range Road 50B,Alberta,AB,Wainwright,Canada,https://www.mdwainwright.ca/?page_id=828,,No,
Riverdale Mini-Park Golf Course - 9-Hole,Riverdale Mini-Park Golf Course,"Township Rd 464B, Wainwright, Alberta T0B 0Z0, Canada",Township Rd 464B,Alberta,AB,Wainwright,Canada,https://www.mdwainwright.ca/?page_id=865,,No,WordPress
Meadow Lake Golf Club,Meadow Lake Golf Club,"P.O. Box 86, Meadow Lake, Saskatchewan, S9X 1Y1",P.O. Box 86,Saskatchewan,SK,Meadow Lake,Canada,https://www.meadowlakegolfclub.ca,"Playwright failed: page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.meadowlakegolfclub.ca/ Call log: [2m  - navigating to ""https://www.meadowlakegolfclub.ca/"", waiting until ""load""[22m ",,
Meadowlands Golf and Country Club,Meadowlands Golf and Country Club,"47823 Yale Road East , Chilliwack, British Columbia, V2P 7N3",47823 Yale Road East,British Columbia,BC,Chilliwack,Canada,https://www.meadowlandsgolf.ca/,,No,"WordPress, Tee It Up"
Meadow Springs Golf Course,Meadow Springs Golf Course,"5839 Hwy. #64, Monetville, Ontario, P0M 2K0",5839 Hwy. #64,Ontario,ON,Monetville,Canada,https://www.meadowspringsgolf.com/,,No,
Medicine Hat Golf and Country Club,Medicine Hat Golf and Country Club,"947 Pigeon St N.E. , Medicine Hat, Alberta, T1A 7E9",947 Pigeon St N.E.,Alberta,AB,Medicine Hat,Canada,https://www.medicinehatgolf.ca/,,Yes,"WordPress, Chelsea Reservations, Tee On"
Memramcook Valley Golf Club,Memramcook Valley Golf Club,"54, chemin du Parc, Memramcook, NB, Canada, E4K 2A4",54,New Brunswick,NB,Memramcook,Canada,https://www.memramcookvalleygolfclub.nb.ca,Failure,,
Mer Bleue Golf,Mer Bleue Golf,"3686 Navan Road, Navan, Ontario, K4B-1H9",3686 Navan Road,Ontario,ON,Navan,Canada,https://www.merbleuegolf.com/,,No,WordPress
Merry-Hill Golf Club - Red/Blue,,"2321 Shantz Station Rd, Breslau, Ontario, N0B 1M0",2321 Shantz Station Rd,Ontario,ON,Breslau,Canada,https://www.merryhillgolf.com/,,No,"Club Prophet, 121 Marketing"
Mervin and District Golf Club,Mervin and District Golf Club,"Mervin & District Golf Club, Box 562, Turtleford, Saskatchewan, S0M 2Y0",Mervin & District Golf Club,Saskatchewan,SK,Turtleford,Canada,https://www.mervingolf.com/,,No,
Metcalfe Golf & Country Club - 18-hole Course,,"1956 8 Line Rd, Metcalfe, Ontario, K0A 2P0",1956 8 Line Rd,Ontario,ON,Metcalfe,Canada,https://www.metcalfegolf.com/,,Yes,"WordPress, Tee On"
Michaelbrook Golf Club,Michaelbrook Golf Club,"1085 Lexington Road , Kelowna, British Columbia, V1W 4M8",1085 Lexington Road,British Columbia,BC,Kelowna,Canada,https://www.michaelbrook.ca/,,No,"WordPress, Lightspeed"
Mickelson National Golf Club,Mickelson National Golf Club,"Munro Rd, Calgary, Alberta, T3Z 1N1",34122 East Harmony Trail,Alberta,AB,Calgary,Canada,https://www.mickelsonnational.com/,,No,"WordPress, NorthStar, Lightspeed"
Mighty Peace Golf and Country Club,Mighty Peace Golf and Country Club,"833056 Range Rd 231, Peace River, Alberta, T0H 1W0",833056 Range Rd 231,Alberta,AB,Peace River,Canada,https://www.mightypeacegolf.com,,No,
Millcroft Golf Club,Millcroft Golf Club,"2155 Country Club Dr, Burlington, Ontario, Canada, L7M 4A8",2155 Country Club Dr,Ontario,ON,Burlington,Canada,https://www.millcroftgolfclub.com/,,Yes,"WordPress, Tee On"
Mill Woods Golf Club,Mill Woods Golf Club,"4540-50th Street , Edmonton, Alberta, T6L 6B6",4540 50 St NW,Alberta,AB,Edmonton,Canada,https://www.millwoodsgolfcourse.com/,,Yes,"Wix Bookings, Tee On"
Miskanaw Golf Club,Miskanaw Golf Club,"1 C.A. Knight Way , Fort McMurray, Alberta, T9H 5C5",1 C.A. Knight Way,Alberta,AB,Fort McMurray,Canada,https://www.miskanaw.ca/,,No,"Lightspeed, Noteefy, Squarespace"
Mission Creek Golf Club,Mission Creek Golf Club,"1959 KLO Road , Kelowna, British Columbia, V1W 2H8",1959 KLO Road,British Columbia,BC,Kelowna,Canada,https://www.missioncreekgolfclub.com/,,No,Lightspeed
BraeBen Golf Course - 9-hole Academy,,"5700 Terry Fox Way, Mississauga, Ontario, L5V 3E4",5700 Terry Fox Way,Ontario,ON,Mississauga,Canada,https://www.mississauga.ca/golf/braeben/,,No,"WordPress, EZ Links Golf"
Lakeview Golf Course,Lakeview Golf Course,"1190 Dixie Rd, Mississauga, Ontario, L5E 2P4",1190 Dixie Rd,Ontario,ON,Mississauga,Canada,https://www.mississauga.ca/golf/lakeview/,,No,"WordPress, EZ Links Golf"
Mitchell Golf and Country Club,Mitchell Golf and Country Club,"81 Frances St, Mitchell, Ontario, N0K 1N0",81 Frances St,Ontario,ON,Mitchell,Canada,https://www.mitchellgolfclub.com/,,Yes,"WordPress, Tee On"
Muskoka Lakes Golf and Country Club,Muskoka Lakes Golf and Country Club,"1072 Shamrock Road , Port Carling, Ontario, P0B 1J0",1072 Shamrock Road,Ontario,ON,Port Carling,Canada,https://www.mlgcc.com/,,No,"Jonas Software, ClubHouse Online"
Moncton Golf and Country Club,Moncton Golf and Country Club,"212 Coverdale Rd, Riverview, New Brunswick, Canada, E1B 3H9",212 Coverdale Rd,New Brunswick,NB,Riverview,Canada,https://www.monctongolfclub.nb.ca/,,No,Lightspeed
Auberge Mont Gabriel,Auberge Mont Gabriel,"1699 chemin Mont Gabriel , St. Adele, Quebec, Canada, J8B 1A5",1699 chemin Mont Gabriel,Quebec,QC,Sainte Adele,Canada,https://www.montgabriel.com/en/things-to-do/golf,,No,
Kemoca Regional Park Golf Course,Kemoca Regional Park Golf Course,"Kemoca Regional Park, Box 330, Montmartre, Saskatchewan, S0G 3M0",Kemoca Regional Park,Saskatchewan,SK,Montmartre,Canada,https://www.montmartre-sk.com/kemocaregionalpark,,No,"Wix, Wix Bookings"
Morningview Park Golf Course,Morningview Park Golf Course,"Box 239 , Sexsmith, Alberta, T0H 3C0",Box 239,Alberta,AB,Sexsmith,Canada,https://www.morningviewgolf.com/,,No,
Morrisburg Golf Club,Morrisburg Golf Club,"15 Laurier Dr, Morrisburg, Ontario, K0C 1X0",15 Laurier Dr,Ontario,ON,Morrisburg,Canada,https://www.morrisburggolfclub.com/,,No,Wix Bookings
Mountain Meadows Golf Club,Mountain Meadows Golf Club,"P.O. Box 4 , Elkford, British Columbia, V0B 1H0",P.O. Box 4,British Columbia,BC,Elkford,Canada,https://www.mountainmeadowsgolf.com/,,No,Weebly
Mount Brenton Golf Club,Mount Brenton Golf Club,"2816 Henry Road , Chemainus, British Columbia, V0R 1K0",2816 Henry Road,British Columbia,BC,Chemainus,Canada,https://www.mountbrentongolf.com,,No,"WordPress, Lightspeed"
Muirfield Lakes Golf Club,Muirfield Lakes Golf Club,"612 Muirfield Crescent, Lyalta, Alberta, T0J 1Y1",612 Muirfield Crescent,Alberta,AB,Lyalta,Canada,https://www.muirfieldlakes.com,,No,Club Prophet
Muskoka Bay Club,Muskoka Bay Club,"1217 N Muldrew Lake Rd, Gravenhurst, Ontario, P1P 1R2",1217 N Muldrew Lake Rd,Ontario,ON,Gravenhurst,Canada,https://www.muskokabayresort.com/,,No,Wix Bookings
Deer Creek - Short Course,Deer Creek - Short Course,"2075 Salem Road, Ajax, Ontario L1Z 1T7",2075 Salem Road,Ontario,ON,Ajax,Canada,https://www.mydeercreek.com/,,Yes,Tee On
Mylora Golf Course,Mylora Golf Course,"9911 Sidaway Road , Richmond, British Columbia, V6W 1C1",9911 Sidaway Road,British Columbia,BC,Richmond,Canada,https://www.mylora.ca/,,No,"Lightspeed, WordPress"
Mystic Pines Golf & Country Club,Mystic Pines Golf & Country Club,"1500, Route 138, Kahnawake, Quebec, J0L 1B0, Canada",1500,Quebec,QC,Kahnawake,Canada,https://www.mysticpinesgolf.com/,,No,"Lightspeed, WordPress"
Nackawic Golf and Country Club,Nackawic Golf and Country Club,"101 Trenholm St, Nackawic, New Brunswick, Canada, E6G 2L8",101 Trenholm St,New Brunswick,NB,Nackawic,Canada,https://www.nackawicgolf.nb.ca/,,Yes,"WordPress, Tee On"
Nakusp Centennial Golf Club,Nakusp Centennial Golf Club,"649 Hwy 6 S, Nakusp, British Columbia, V0G 1R0",649 Hwy 6 S,British Columbia,BC,Nakusp,Canada,https://www.nakuspgolfclub.com/,,No,
Nanaimo Golf Club,Nanaimo Golf Club,"2800 Highland Blvd, Nanaimo, British Columbia, Canada, V9S 3N3",2800 Highland Blvd,British Columbia,BC,Nanaimo,Canada,https://www.nanaimogolfclub.ca/,,No,"Jonas Software, ClubHouse Online"
Nation Golf Course,Nation Golf Course,"731 County Road 2, Curran, Ontario, K0B 1C0",731 County Road 2,Ontario,ON,Curran,Canada,https://www.nationgolf.ca/,,Yes,"WordPress, Tee On"
Newcastle Golf Course,Newcastle Golf Course,"2429 Golf Course Road , Newcastle, Ontario, L1B 1L9",2429 Golf Course Road,Ontario,ON,Newcastle,Canada,https://www.newcastlegolf.ca/,,Yes,"Lightspeed, Tee On"
Newlands Golf and Country Club - Championship,Newlands Golf and Country Club,"21025 48th Avenue, Langley, British Columbia, V3A 3M3",21025 48th Avenue,British Columbia,BC,Langley,Canada,https://www.newlandsgolf.com/,,No,"WordPress, Tee It Up"
Niagara Falls Golf Club,Niagara Falls Golf Club,"6169 Garner Road , Niagara Falls, Ontario, L2E 6S4",6169 Garner Road,Ontario,ON,Niagara Falls,Canada,https://www.niagarafallsgolf.com/,,No,
Niagara National Golf & Country Club,,"2900 College Road, Stevensville, Ontario, L0S 1S0",2900 College Road,Ontario,ON,Stevensville,Canada,https://www.niagaranational.ca,,Yes,"WordPress, Tee It Up, Tee On"
Legends on the Niagara Golf Course - Battlefield,,"9172 Willoughby Dr, Niagara Falls, Ontario, Canada, L2G 7Y4",9172 Willoughby Dr,Ontario,ON,Niagara Falls,Canada,https://www.niagaraparks.com/visit/golf-course/legends-on-the-niagara/,,No,"Club Prophet, WordPress, Tee It Up"
Oak Hall Par-3,Oak Hall Par-3,"7400 Portage Road , Niagara Falls, Ontario, L2G 9X1",7400 Portage Road,Ontario,ON,Niagara Falls,Canada,https://www.niagaraparks.com/visit/golf-course/oak-hall/,,No,"WordPress, Tee It Up, Club Prophet"
Whirlpool Golf Course,Whirlpool Golf Course,"3351 Niagara Pkwy, Niagara Falls, Ontario, Canada, L2E 6S6",3351 Niagara Pkwy,Ontario,ON,Niagara Falls,Canada,https://www.niagaraparks.com/visit/golf-course/whirlpool-golf-course/,,No,"Club Prophet, WordPress, Tee It Up"
Nicklaus North Golf Course,Nicklaus North Golf Course,"8080 Nicklaus North Blvd. , Whistler, British Columbia, V0N 1B8",8080 Nicklaus North Blvd.,British Columbia,BC,Whistler,Canada,https://www.nicklausnorth.com/,,No,"Total e Integrated, Noteefy"
Nico Wynd Golf Club,Nico Wynd Golf Club,"3601 Nico Wynd Drive , Surrey, British Columbia, V4P 1J1",3601 Nico Wynd Drive,British Columbia,BC,Surrey,Canada,https://www.nicowyndgolfcourse.com/,,No,"CourseLogix, Club Prophet"
Nobleton Lakes Golf Club - Lakes/View,,"125 Nobleton Lakes Drive, Nobleton, Ontario, L0G 1N0",125 Nobleton Lakes Drive,Ontario,ON,Nobleton,Canada,https://www.nobletonlakesgolf.com/,,Yes,"WordPress, Tee On"
North Battleford Golf and Country Club,North Battleford Golf and Country Club,"1 Riverside Drive, Box 372, North Battleford, Saskatchewan, S9A 2Y3",1 Riverside Drive,Saskatchewan,SK,North Battleford,Canada,https://www.northbattlefordgolf.com/,,Yes,"WordPress, Tee On"
Northern Bear Golf Club,Northern Bear Golf Club,"51055 Range Rd 222. , Sherwood Park, Alberta, T8C 1G9",51055 Range Rd 222.,Alberta,AB,Sherwood Park,Canada,https://www.northernbeargolf.com,,Yes,"Tee On, Squarespace"
Northern Dunes Golf Club,Northern Dunes Golf Club,"665 Bruce St, Hepworth, Ontario, NOH 1P0",665 Bruce St,Ontario,ON,Hepworth,Canada,https://www.northerndunes.com/,,No,"WordPress, Tee It Up"
North Halton Golf and Country Club,North Halton Golf and Country Club,"363 Maple Ave, Georgetown, Ontario, L7G 5G2",363 Maple Ave,Ontario,ON,Georgetown,Canada,https://www.northhaltongolf.com/,,No,"Jonas Software, ClubHouse Online"
Northridge Public Golf Course,Northridge Public Golf Course,"320 Balmoral Dr, Brantford, Ontario, N3R 7S2",320 Balmoral Dr,Ontario,ON,Brantford,Canada,https://www.northridgegolf.ca,Soft 404 detected on main page,,
Northumberland Links,Northumberland Links,"1776 Gulf Shore Road, Pugwash, Nova Scotia, B0K 1L0",1776 Gulf Shore Road,Nova Scotia,NS,Pugwash,Canada,https://www.northumberlandlinks.com/,,No,"WordPress, Lightspeed, Noteefy"
Northview Golf and Country Club - The Canal,Northview Golf and Country Club,"6857-168th Street, Surrey, British Columbia, V3S 8E7",6857-168th Street,British Columbia,BC,Surrey,Canada,https://www.northviewgolf.com/,,No,"Club Prophet, WordPress"
Nottawasaga Inn Golf Course - Green Briar/Briar Hill,,"6015 Highway 89, Alliston, Ontario , L9R 1A4",6015 Highway 89,Ontario,ON,Alliston,Canada,https://www.nottawasagaresort.com/,,No,WordPress
Nottawasaga Inn Golf Course - Briar Hill/Valley,,"6015 Highway 89, Alliston, Ontario , L9R 1A4",6015 Highway 89,Ontario,ON,Alliston,Canada,https://www.nottawasagaresort.com/golf/,,No,WordPress
Nursery Golf and Country Club,Nursery Golf and Country Club,"Box 5210 , Lacombe, Alberta, T4L 1W9",41101 Range Road 270,Alberta,AB,Lacombe,Canada,https://www.nurserygolf.com/,,No,"WordPress, Tee It Up"
Oak Bay Golf Course,Oak Bay Golf Course,"67 Links Trail, Port Severn, Ontario, L0K 1S0",67 Links Trail,Ontario,ON,Port Severn,Canada,https://www.oakbaygolf.com/,,Yes,"WordPress, Tee On"
Oakfield Golf and Country Club,Oakfield Golf and Country Club,"6055 Highway #2, Oakfield, Nova Scotia, B2T 1C6",6055 Highway #2,Nova Scotia,NS,Oakfield,Canada,https://www.oakfield.ca/,,No,Clubessential
Oakland Greens Golf and Country Club,Oakland Greens Golf and Country Club,"1993 7th line Asphodel-, Norwood, Ontario, K0L 2V0",1993 7th line Asphodel-,Ontario,ON,Norwood,Canada,https://www.oaklandgreens.com/,,No,Wix Bookings
Oaklands Golf Club,,"8970 Stanley Avenue South , Niagara Falls, Ontario, L2E 6T8",8970 Stanley Avenue South,Ontario,ON,Niagara Falls,Canada,https://www.oaklandsgolfclub.ca,,No,WordPress
Oaks of Cobden Golf Club,Oaks of Cobden Golf Club,"1725 Kohlsmith Rd, Cobden, Ontario, K0J 1K0",1725 Kohlsmith Rd,Ontario,ON,Cobden,Canada,https://www.oaksofcobden.com/,,No,
Oakville Golf Club,Oakville Golf Club,"1154 6 Line, Oakville, Ontario, L6H 1W6",1154 6 Line,Ontario,ON,Oakville,Canada,https://www.oakvillegolfclub.com/,,No,"Jonas Software, ClubHouse Online"
Oakwood Golf Course,Oakwood Golf Course,"Box 91 Grp 30 RR2, Ste Anne, Manitoba, R5H 1R2",Box 91 Grp 30 RR2,Manitoba,MB,Ste Anne,Canada,https://www.oakwoodgolf.net/,,Yes,Tee On
Okanagan Golf Club - Bear,Okanagan Golf Club,"3200 Via Centrale, Kelowna, British Columbia, V1V 2A4",3200 Via Centrale,British Columbia,BC,Kelowna,Canada,https://www.okanagangolfclub.com/,,No,Total e Integrated
Olds Golf Club - Championship Course,Olds Golf Club,"R.R. #1, Olds, Alberta, T4H 1P2",33042 Range Road #12,Alberta,AB,Olds,Canada,https://www.oldsgolf.com/,,No,"Wix Bookings, Noteefy, Lightspeed"
Olympic View Golf Club,Olympic View Golf Club,"643 Latoria Road , Victoria, British Columbia, V9C 3A3",643 Latoria Road,British Columbia,BC,Victoria,Canada,https://www.olympicviewgolf.com/,,No,Total e Integrated
McCulloch Orchard Greens Golf Club,McCulloch Orchard Greens Golf Club,"2777 K.L.O. Rd., Kelowna, British Columbia, V1W 4R5",2777 K.L.O. Rd.,British Columbia,BC,Kelowna,Canada,https://www.orchardgreens.com/,,Yes,"WordPress, Tee On"
OslerBrook Golf and Country Club,OslerBrook Golf and Country Club,"2634 10th Line, Collingwood, Ontario, L9Y 3Y9",2634 10th Line,Ontario,ON,Collingwood,Canada,https://www.oslerbrook.com/,,No,"Jonas Software, ClubHouse Online"
TPC Toronto at Osprey Valley - Heathlands Course,,"18821 Main Street, Caledon, Ontario, L7K 1R1",18821 Main Street,Ontario,ON,Caledon,Canada,https://www.ospreyvalley.com/,,No,"Squarespace, Lightspeed, Noteefy"
Otter Creek Golf Club,Otter Creek Golf Club,"275 James St, Otterville, Ontario, Canada, N0J 1R0",275 James St,Ontario,ON,Otterville,Canada,https://www.ottercreekgolfclub.com/,,Yes,Tee On
Our Ponderosa RV & Golf Resort,Our Ponderosa RV & Golf Resort,"9338 W Ipperwash Rd, Ipperwash Beach, RR2, Forest, ON, N0N 1J0",9338 W Ipperwash Rd,Ontario,ON,Forest,Canada,https://www.ourponderosa.com,Domain For Sale,,
